sasdate,RW,AR1,ARp,OLS,Ridge,Lasso,PCR1,PCR6
2003-09-01,92.09858509799146,91.86756431111027,91.80819504275973,91.99599006800152,91.96846510971585,91.9344728687642,91.76682829122518,92.05481535497071
2003-10-01,91.73321894206862,91.80787562618103,91.8087973061149,92.05884255261337,91.98623821082468,91.9167614786489,91.98044956668463,92.03232942310885
2003-11-01,92.85408151832846,92.60611269710644,92.60215822777255,93.0926247441478,92.69873704554394,92.64478112187881,92.52528511313564,92.6434349625758
2003-12-01,92.28912816646636,92.4199327160772,92.47551348262625,92.76585986639108,92.75583357144211,92.58478071933034,92.69651996443382,92.80292132451574
2004-01-01,92.54305017326018,92.60135496945404,92.63299292383039,92.88418756791859,92.77461123548156,92.73501131201512,92.70309592120688,92.88280757224965
2004-02-01,93.52141080994679,93.31143675618334,93.24023177921819,93.40283784503066,93.32152379747956,93.29351398828214,93.25233570942892,93.38057876020679
2004-03-01,92.21654710764808,92.60267030313923,92.69055087314722,92.62740559866205,92.90933142195034,92.88123371283268,92.97167692486154,93.02752249210319
2004-04-01,93.2774028563659,93.2049854128763,93.15484792099103,93.28843318518841,93.34280760174417,93.3870009605832,93.26665721885128,93.33865297736345
2004-05-01,94.28031413974509,93.99653723299058,93.88719141200554,93.87703594997375,94.09412654826286,94.03609163620598,94.07474994426869,94.28121738626345
2004-06-01,92.14658936199855,92.76183606113193,92.92540931766564,93.02724649989412,93.48437364183795,93.37250511951322,93.43129779938403,93.65605864553649
2004-07-01,94.26688181241103,93.9654296600471,93.85010869838864,93.73981688679301,93.9362736245372,93.80666280860727,93.70144981192774,93.9494863683743
2004-08-01,93.6922280252928,93.80309280794951,93.74805573166716,94.11986837078419,94.10748225761894,94.08376181769114,94.11622306345916,94.19455931436416
2004-09-01,93.8676422546464,93.94207175533492,93.99327315518047,93.73783908256571,94.07143995983242,94.03010959510176,94.07302043698685,94.19132436147493
2004-10-01,95.35622485037291,94.98645769088985,94.8920005727513,95.20142330107676,95.12585548951894,95.00609512697494,94.93270226142005,95.03656969086813
2004-11-01,95.01870345493639,95.02016475097462,95.08175561186766,95.1469201166822,95.2606296905018,95.15151928931908,95.26747983074951,95.38822229547738
2004-12-01,96.3007376580862,95.96249009361587,95.9929005257639,95.4817604145847,95.79177869049961,95.88702383088105,95.78706802358793,95.88124137159004
2005-01-01,96.22717232955033,96.16011566030804,96.22188067425256,96.37174965488192,96.41631618157811,96.27316499894967,96.4163649986102,96.37958157956513
2005-02-01,97.28006537712017,96.9833073410915,97.027343141979,96.77944732184943,96.82393270342979,96.80658874007925,96.8868131143072,97.03454094818984
2005-03-01,96.31662682907017,96.5591304181684,96.67201697832787,96.95058604151811,97.03749994230401,97.079532433473,97.01088970643443,97.08504564806537
2005-04-01,96.8632284222264,96.8863243125272,96.89973471865748,96.98631669670738,97.02417257270221,96.98183804700669,96.93322379762269,97.12905691893395
2005-05-01,96.8290325414791,96.930673374141,96.88811284254443,97.18017005871988,97.12478215660279,97.11155742548975,97.20199339559643,97.23186907847443
2005-06-01,97.61476590490271,97.48985505004264,97.4441055922959,97.65935499218072,97.47428570887944,97.54061759315744,97.47038429624033,97.44447925797628
2005-07-01,96.56189597198707,96.91922104228617,96.97611007063992,97.37186740949129,97.28824658537052,97.33300537377376,97.36143738862434,97.3573522902195
2005-08-01,97.50220598501438,97.4549277868613,97.39566608800087,97.90808541970239,97.76890312398511,97.68011728328287,97.5699087229804,97.73166261043711
2005-09-01,93.45236137295792,94.80338167710799,94.94080338747068,95.14994531804203,95.60990812416753,95.58653774362116,95.68259973989952,95.69389561319194
2005-10-01,97.63168099153735,97.01282371977594,96.60733366074223,96.46840862557191,96.52026703224237,96.46289271972701,96.51184967415163,96.66738062738565
2005-11-01,98.6414007884941,98.0763231400149,97.83896804165879,97.9011808781975,97.97498029426072,98.05229689899801,98.10720424437535,97.99998670979386
2005-12-01,98.55412677130823,98.38165023437284,98.60612053814289,98.572423269415,98.59716971456703,98.65852779347365,98.61098439745244,98.48556457737857
2006-01-01,98.35672095315236,98.41725910727084,98.57536423711694,99.0234991534097,98.6833737617037,98.64902935377029,98.60181876793133,98.64333919458943
2006-02-01,98.28438387309639,98.41990506805601,98.45899868502252,98.63318749060139,98.77170311495377,98.73897514728448,98.80987584930703,98.81707486110872
2006-03-01,98.68679630220888,98.7030806178375,98.66333792947422,98.9506515927185,98.86997278929483,98.91437280257665,98.76567698163623,98.7318107987435
2006-04-01,99.06384834201062,99.0290775626391,98.99318943700392,99.2890828124504,99.21111867240123,99.16083729585787,99.25280362687086,99.27830079174961
2006-05-01,98.81364291464931,98.96064917063893,98.98447362998446,98.61634971617774,99.08479067443744,99.11220449141553,99.1531914411442,99.18141730157852
2006-06-01,99.41565382750083,99.37204977217404,99.34054393918431,99.03212459703131,99.19259385146131,99.21529241592498,99.27701523272087,99.27147939731792
2006-07-01,98.99962347174124,99.19706221074078,99.20373227984516,99.20392209963931,99.38067925471567,99.52326683029187,99.42290995769156,99.41990190911989
2006-08-01,99.92259245494486,99.79801467935128,99.74599975927119,99.57644740596577,99.62398425138842,99.67396129004307,99.5980054711608,99.62549716918812
2006-09-01,99.15456504718097,99.42803524109047,99.45282664086447,99.17817745789363,99.50241056516327,99.5306144431316,99.62885881378907,99.51273760394561
2006-10-01,99.09200910770238,99.33080301975883,99.32816620995551,99.38252223713721,99.34210609142022,99.40250676636327,99.37024973889554,99.2060067390636
2006-11-01,99.12252243873048,99.31311441615414,99.23274194439466,99.13122289032087,99.29187771525682,99.28532418751747,99.25672519837815,99.26187259547862
2006-12-01,101.1980389853516,100.68567905774333,100.5262186402765,100.18824827833099,100.35143592265892,100.43699439659105,100.3726510545211,100.341556104769
2007-01-01,99.49782718643601,99.88736148011115,100.01249162856391,99.85228507328017,100.13785044416132,100.01354705896262,100.31581685100632,100.16412517032828
2007-02-01,101.72816745758156,101.26189611199639,101.2108156381023,101.93113370263755,101.09324015401614,101.2853925314905,100.84223617951463,100.83418703162637
2007-03-01,101.13633760982063,101.1845816925956,101.21724268244681,101.08910230946431,101.1397080637774,101.1771539333696,101.22743692371775,101.1451336371794
2007-04-01,102.31948973805041,102.03277633897939,102.07211868813035,102.42769964342847,102.06329520632836,102.043131883888,101.95235862466329,101.84573105375682
2007-05-01,101.82966979198885,101.93464399997846,102.0035246771033,101.39365048733343,101.70188286851116,101.86610169507476,101.87764796582259,101.74975867601215
2007-06-01,101.8497399524712,101.98032819342467,102.02858118473641,101.78474510772413,102.00649118726166,102.09840199459732,101.97639668846986,101.91315572534644
2007-07-01,101.54662733202261,101.79715363585018,101.78154791003624,101.72753174495986,101.82054470526232,101.81886815933426,101.84680762397039,101.8266206946254
2007-08-01,102.06112193006939,102.09948958381631,102.02281468045601,102.06120506064472,101.9506393369902,102.04957859788298,101.8851204832594,101.83765423563706
2007-09-01,102.31830257704941,102.33648449945761,102.28194721156994,102.02703123764135,101.99088575354259,102.06432704449617,102.05724142563488,101.95289375440929
2007-10-01,101.51549692483874,101.87570125971477,101.91300064339477,101.85413479283172,101.88866137198178,101.84845931913841,101.88845380753013,101.8203551674281
2007-11-01,102.89315773437858,102.6979275761986,102.5855547537841,102.34782706884894,102.3395784001475,102.38642763476149,102.29700897000009,102.21349705577808
2007-12-01,102.4176694186803,102.56372381677271,102.55772360452593,101.95886920326417,102.41408997201196,102.48125923820481,102.49995202662048,102.34490817651239
2008-01-01,102.11083134478926,102.37047671200816,102.40982863886346,101.70522386773565,102.10178522828816,102.30809241890353,102.15634175601903,102.04361856402143
2008-02-01,101.44525473171794,101.87946131919811,101.85236393519006,101.42327778916062,101.65736859932586,101.68882588542124,101.76023835136955,101.61474618187216
2008-03-01,101.22537764548242,101.5978790496063,101.50139430389324,101.03342816566895,101.23231552748616,101.3982880461192,101.29392449650011,101.2923310428995
2008-04-01,100.22805415091429,100.82484899746639,100.74045018332279,100.24128562959932,100.61777794271035,100.71049092952077,100.62878003913833,100.60330612332106
2008-05-01,99.66049445905287,100.22506776860823,100.0968009655938,99.49026918837346,100.04074971616505,100.12257415307037,99.98025628022857,100.08951150560195
2008-06-01,99.80128169117279,100.11656237433293,99.91661312742782,100.05492919714887,100.0165507753075,99.96378425909265,99.81817114213482,99.96096319799405
2008-07-01,99.32069349658819,99.71578781089369,99.58974416329455,98.54832296352724,99.52089519875256,99.60975151163058,99.54342230506712,99.77731003206208
2008-08-01,96.56962603614639,97.73721790147442,97.75398496866327,97.1214651859726,97.72020379515412,97.95632659707904,97.72838834391321,97.90385206082368
2008-09-01,89.65270486087051,92.39649389840024,92.47721175403859,91.93754913976123,93.22092278820111,93.49392724343444,93.18436525723114,93.21176670099435
2008-10-01,95.66665393332164,95.18038110737402,94.20458521365708,94.31999025783904,94.40075985128144,94.37502594386025,93.76582392710239,94.20662254265284
2008-11-01,92.23692021198778,93.21188643820045,92.8487148112441,92.2266835301581,92.71006772059843,93.02560223251676,92.87466873123503,93.03620871831964
2008-12-01,88.27126437266885,90.09612193297937,90.29674333286466,88.49730301885494,89.56021862773895,89.89109344094616,89.71426762971775,89.82965735908927
2009-01-01,86.35841177537148,87.90936816810158,87.51785989133424,86.41705466460014,87.64974043779507,87.56173668016316,87.30369939534286,87.70351791178018
2009-02-01,87.49570177470544,87.96700896978386,87.24854413623474,87.24403843586212,87.31486199734067,87.16003969497535,86.72550173871998,87.39642159261085
2009-03-01,85.29518608276182,86.28845058375697,85.94711610822023,85.1385911192561,85.83885780708921,85.88542318716361,85.8800959611878,86.02110497196753
2009-04-01,85.22204443240283,85.79723357274602,85.54358829443045,84.78427772008881,85.16619083119853,85.19777842266743,84.85890821994046,84.9480269969584
2009-05-01,84.20719256194432,84.87162931669074,84.59424457882467,84.16219596285029,84.61093986310786,84.52736182799136,84.24938290575184,84.38759845624661
2009-06-01,84.42724442859156,84.74514485620962,84.49342141100564,84.46876185684698,84.453339780849,84.37486963993771,84.0163265152971,84.17516385387825
2009-07-01,86.67324972566458,86.16590439225445,85.83215092527115,85.88974096087671,85.67860206014153,85.44751794687139,85.15339560565144,85.49121551483334
2009-08-01,87.59573432096637,87.10276395367848,87.05615190630617,86.88022463836883,86.44067598256566,86.55101935540812,86.41842599113207,86.23126987125814
2009-09-01,88.17935665203967,87.80424774501816,87.98459987565045,87.99802214902644,87.5903329623712,87.45828162651122,87.19489563636841,87.43933673312134
2009-10-01,87.87984981280832,87.84796925020039,88.051384122009,88.00008221792595,87.59249340121427,87.66656323001028,87.35830189184546,87.38286224606736
2009-11-01,88.40591387892982,88.28133251769815,88.36102442040993,87.97557523261631,88.02037837704002,88.09876880718731,87.64444440435882,87.80362592057398
2009-12-01,88.7398768161742,88.63086649808545,88.64914520392004,88.21452858442113,88.38897052238396,88.4335254770607,88.2519329424922,88.39133524579368
2010-01-01,90.31938180772794,89.81763150364709,89.79152348892985,89.36642707347201,89.28826372601502,89.32971001283752,89.09051186877288,89.17016884424199
2010-02-01,90.01636125510717,89.9242990031752,90.05169241655476,89.88985932594467,89.87880050823507,89.97685138593513,89.68331133662593,89.83336172763006
2010-03-01,90.91430191939726,90.64223443193669,90.74345732167532,90.40592758945387,90.22646238868116,90.41342408663972,90.0769904426112,90.08453225405988
2010-04-01,90.90830014554793,90.83683777987032,90.91064140592435,91.19945726183676,90.89113245776987,90.86704546564107,90.67686942258081,90.8551265581544
2010-05-01,93.0668840257164,92.3990473543077,92.37344976386855,92.5801437567323,92.17646935743666,92.13659172240033,91.91267971286567,92.03904329761208
2010-06-01,92.16455971119177,92.18411463632937,92.36072659781533,92.15629132704123,92.15975547706437,92.39838624069678,92.12098402731095,92.12920656656769
2010-07-01,92.69467633932356,92.59894962763356,92.7425454979545,92.3268050712899,92.39622991574817,92.58007984614602,92.16765920827154,92.2842458396302
2010-08-01,93.0220735569811,92.93402955612325,92.93657114388454,92.57866014519581,92.7729889118658,92.93343321865427,92.64995129161278,92.81397410995534
2010-09-01,93.22953015297178,93.18410179133444,93.2203840687137,92.63664321800955,92.90400352676379,93.01329463512702,92.81570835738076,92.88309895006027
